date,account,type,category,amount,description
2025-08-10,AC125,Credit,Utilities,2729.15,Utility bill
2025-08-16,AC124,Debit,Entertainment,2509.81,Movie or event
2025-08-01,AC123,Debit,Utilities,3060.97,Utility bill
2025-08-04,AC124,Debit,Food,3117.89,Lunch at cafe
2025-08-04,AC125,Credit,Food,2013.92,Lunch at cafe
2025-08-19,AC123,Credit,Shopping,668.12,Purchased items
2025-08-31,AC124,,Utilities,1171.76,Utility bill
2025-08-31,AC125,Credit,Food,1608.95,Lunch at cafe
2025-08-11,AC123,Credit,Rent,2314.26,Monthly rent
2025-08-05,AC125,Credit,Shopping,2229.99,Purchased items
2025-08-14,AC124,Credit,Salary,4993.26,Monthly paycheck
2025-08-06,AC124,Debit,Food,726.69,Lunch at cafe
2025-08-18,AC124,Credit,Transport,4462.30,Taxi or bus fare
2025-08-07,AC123,Credit,Entertainment,1184.28,Movie or event
2025-08-16,AC124,Credit,Food,722.85,Lunch at cafe
2025-08-24,AC123,Debit,Transport,2885.42,Taxi or bus fare
2025-08-25,AC125,Debit,Shopping,3020.29,Purchased items
2025-08-04,AC124,Debit,Transport,674.36,Taxi or bus fare
2025-08-27,AC125,Debit,Shopping,4127.98,Purchased items
2025-08-05,AC125,Debit,Shopping,1368.90,Purchased items
2025-08-14,AC124,Credit,Rent,3501.28,Monthly rent
2025-08-22,AC124,Credit,Salary,4677.00,Monthly paycheck
2025-08-31,AC125,Credit,Shopping,3383.46,Purchased items
2025-08-04,AC124,Debit,Food,3325.06,Lunch at cafe
2025-08-06,AC125,Debit,Transport,3195.73,Taxi or bus fare
2025-08-19,AC124,Debit,Shopping,3355.05,Purchased items
2025-08-30,AC123,Credit,Entertainment,3793.16,Movie or event
2025-08-09,AC124,Debit,Transport,1797.39,
2025-08-10,AC125,Debit,Shopping,635.19,Purchased items
2025-08-18,AC125,Credit,Entertainment,4667.72,Movie or event
2025-08-03,AC123,Credit,Rent,4711.60,Monthly rent
2025-08-02,AC125,Debit,Salary,4311.74,Monthly paycheck
2025-08-08,AC123,Debit,Rent,2602.06,Monthly rent
2025-08-02,AC125,Credit,Entertainment,814.46,Movie or event
2025-08-20,AC125,Debit,Transport,-4665.77,Taxi or bus fare
2025-08-01,AC124,Debit,Food,4091.97,Lunch at cafe
2025-08-04,AC125,Credit,Shopping,4890.13,Purchased items
2025-08-03,AC125,Debit,Entertainment,1464.24,Movie or event
2025-08-05,AC124,Credit,Entertainment,-3711.63,Movie or event
2025-08-23,AC123,Debit,Shopping,4716.59,Purchased items
2025-08-01,AC123,Debit,Rent,4047.87,Monthly rent
2025-08-28,AC125,Debit,Salary,4919.36,Monthly paycheck
2025-08-05,AC123,Debit,Food,1567.87,Lunch at cafe
2025-08-21,AC124,Credit,Utilities,2187.19,Utility bill
2025-08-15,AC125,Credit,Food,281.77,Lunch at cafe
2025-08-26,AC124,Credit,Transport,1422.84,Taxi or bus fare
2025-08-13,AC125,,Rent,4497.91,Monthly rent
2025-08-28,AC124,Debit,Food,1795.67,Lunch at cafe
2025-08-16,AC124,Credit,Entertainment,1257.39,Movie or event
2025-08-23,AC124,Credit,Rent,960.90,Monthly rent
2025-08-28,AC124,Credit,Food,4353.16,Lunch at cafe
2025-08-27,AC124,Credit,Salary,2006.37,Monthly paycheck
2025-08-28,AC123,Credit,Salary,3710.84,Monthly paycheck
2025-08-26,AC125,Debit,Rent,3461.20,Monthly rent
2025-08-10,AC125,Debit,Transport,3342.45,Taxi or bus fare
2025-08-19,AC124,Debit,Salary,3089.16,Monthly paycheck
2025-08-27,AC125,Credit,Utilities,1138.86,Utility bill
2025-08-22,AC124,Credit,Shopping,329.87,Purchased items
2025-08-30,AC124,Credit,Salary,2003.95,Monthly paycheck
2025-08-01,AC125,Credit,Shopping,1166.01,Purchased items
2025-08-14,AC124,Debit,Rent,2525.94,Monthly rent
2025-08-30,AC125,Credit,Salary,2701.38,Monthly paycheck
2025-08-12,AC125,Credit,Salary,2596.13,Monthly paycheck
2025-08-25,AC124,Debit,Utilities,985.17,Utility bill
2025-08-09,AC123,Debit,Entertainment,635.00,Movie or event
2025-08-17,AC125,Credit,Shopping,1867.58,Purchased items
2025-08-21,AC124,Debit,Rent,336.00,Monthly rent
2025-08-25,AC125,Debit,Shopping,921.85,Purchased items
2025-08-29,AC123,Credit,Rent,3087.21,Monthly rent
2025-08-02,AC124,Debit,Transport,4717.95,Taxi or bus fare
2025-08-11,AC125,Credit,Transport,1480.82,Taxi or bus fare
2025-08-26,AC123,Credit,Entertainment,1982.99,Movie or event
2025-08-17,AC125,Debit,Utilities,570.82,Utility bill
2025-08-03,AC123,Debit,Entertainment,4433.68,Movie or event
2025-08-13,AC125,Debit,Rent,4788.91,Monthly rent
2025-08-01,AC124,Credit,Shopping,3315.75,Purchased items
2025-08-19,AC125,Credit,Rent,4678.81,Monthly rent
2025-08-04,AC125,Credit,Salary,-3935.73,Monthly paycheck
2025-08-08,AC125,Debit,Transport,7.58,Taxi or bus fare
2025-08-24,AC125,Credit,Shopping,1023.51,Purchased items
2025-08-17,AC125,Debit,Shopping,4883.50,Purchased items
2025-08-29,AC125,Debit,Entertainment,1572.95,Movie or event
2025-08-11,AC125,Debit,Rent,2653.49,Monthly rent
2025-08-15,AC125,Debit,Transport,3499.68,Taxi or bus fare
2025-08-08,AC124,Debit,Food,3022.11,Lunch at cafe
2025-08-06,AC124,Debit,Salary,3344.61,Monthly paycheck
2025-08-15,AC124,Debit,Food,365.37,Lunch at cafe
2025-08-04,AC124,Credit,Transport,4124.88,Taxi or bus fare
2025-08-01,AC124,Credit,Entertainment,427.84,Movie or event
2025-08-18,AC123,Credit,Utilities,2222.19,Utility bill
2025-08-15,AC124,Debit,Salary,825.02,Monthly paycheck
2025-08-26,AC123,,Transport,3203.35,Taxi or bus fare
2025-08-09,AC125,Debit,Food,631.70,Lunch at cafe
2025-08-16,AC124,Credit,Shopping,264.31,Purchased items
2025-08-01,AC125,Credit,Utilities,4184.81,Utility bill
2025-08-06,AC124,Credit,Utilities,217.24,Utility bill
2025-08-18,AC124,Credit,Transport,525.17,Taxi or bus fare
2025-08-10,AC125,Credit,Utilities,1020.50,Utility bill
2025-08-14,AC123,Credit,Entertainment,1964.17,Movie or event
2025-08-22,AC124,Debit,Food,1395.93,Lunch at cafe
2025-08-07,AC125,Debit,Utilities,2566.43,Utility bill
2025-08-19,AC123,Credit,Utilities,4987.22,Utility bill
2025-08-24,AC123,Credit,Utilities,1063.00,Utility bill
2025-08-15,AC124,Debit,Entertainment,1525.21,Movie or event
2025-08-14,AC124,Credit,Utilities,3047.20,Utility bill
2025-08-13,AC125,Debit,Rent,488.74,Monthly rent
2025-08-31,AC124,Debit,Entertainment,4191.15,Movie or event
2025-08-02,AC124,Debit,Rent,4624.08,Monthly rent
2025-08-28,AC124,Debit,Shopping,2471.52,Purchased items
2025-08-11,AC124,Debit,Shopping,1936.42,Purchased items
2025-08-23,AC124,Debit,Entertainment,3642.56,Movie or event
2025-08-12,AC123,Debit,Rent,1016.60,Monthly rent
2025-08-18,AC125,Debit,Food,444.85,Lunch at cafe
2025-08-26,AC125,Credit,Food,816.39,Lunch at cafe
2025-08-30,AC123,Credit,Salary,2287.92,Monthly paycheck
2025-08-11,AC123,Debit,Utilities,2235.60,Utility bill
2025-08-11,AC124,Credit,Transport,3395.17,Taxi or bus fare
2025-08-15,AC123,Debit,Transport,134.29,Taxi or bus fare
2025-08-17,AC123,,Rent,3649.22,Monthly rent
2025-08-22,AC123,Credit,Food,3401.20,Lunch at cafe
2025-08-08,AC124,Credit,Salary,1840.79,Monthly paycheck
2025-08-08,AC125,Debit,Food,2600.82,Lunch at cafe
2025-08-25,AC124,Debit,Utilities,2905.25,Utility bill
2025-08-12,AC124,Debit,Utilities,3017.37,Utility bill
2025-08-18,AC123,Debit,Shopping,1727.43,Purchased items
2025-08-23,AC123,Debit,Rent,1533.76,Monthly rent
2025-08-03,AC125,Credit,Transport,1880.09,Taxi or bus fare
2025-08-21,AC124,Debit,Food,1843.84,Lunch at cafe
2025-08-05,AC124,Credit,Utilities,2483.70,Utility bill
2025-08-09,AC124,Credit,Transport,3649.39,Taxi or bus fare
2025-08-31,AC123,Credit,Transport,432.81,Taxi or bus fare
2025-08-09,AC124,,Transport,596.49,Taxi or bus fare
2025-08-25,AC125,Debit,Transport,284.87,Taxi or bus fare
2025-08-07,AC124,Debit,Shopping,-3639.56,Purchased items
2025-08-05,AC124,Credit,Shopping,3408.48,
2025-08-06,AC124,Credit,Rent,63.31,Monthly rent
2025-08-09,AC125,Debit,Salary,1526.40,Monthly paycheck
2025-08-13,AC124,Debit,Food,612.38,Lunch at cafe
2025-08-01,AC123,Debit,Transport,1154.94,Taxi or bus fare
2025-08-17,AC125,Credit,Utilities,4221.43,Utility bill
2025-08-16,AC125,Credit,Transport,3979.05,Taxi or bus fare
2025-08-19,AC125,Debit,Utilities,1005.30,Utility bill
2025-08-08,AC123,Debit,Food,3863.07,Lunch at cafe
2025-08-24,AC125,,Food,2226.67,Lunch at cafe
2025-08-13,AC125,Credit,Salary,3591.38,Monthly paycheck
2025-08-28,AC124,Debit,Entertainment,463.93,Movie or event
2025-08-14,AC125,Debit,Entertainment,1909.80,Movie or event
2025-08-22,AC124,Debit,Entertainment,584.76,Movie or event
2025-08-22,AC125,Debit,Salary,3476.72,
2025-08-30,AC123,Debit,Transport,1801.10,Taxi or bus fare
2025-08-25,AC124,Credit,Rent,3702.68,
2025-08-24,AC125,Credit,Shopping,1808.36,Purchased items
2025-08-19,AC124,Credit,Shopping,996.15,Purchased items
2025-08-22,AC123,Debit,Transport,4075.74,Taxi or bus fare
2025-08-30,AC123,Credit,Food,2506.23,Lunch at cafe
2025-08-04,AC124,Debit,Shopping,290.70,Purchased items
2025-08-17,AC124,Credit,Utilities,4071.54,Utility bill
2025-08-31,AC123,Debit,Entertainment,2822.18,Movie or event
2025-08-30,AC124,Debit,Entertainment,74.29,Movie or event
2025-08-10,AC125,Credit,Entertainment,4534.38,Movie or event
2025-08-13,AC123,Debit,Utilities,4890.26,Utility bill
2025-08-27,AC125,Credit,Entertainment,1585.06,Movie or event
2025-08-20,AC124,Credit,Utilities,2345.62,Utility bill
2025-08-13,AC125,Debit,Entertainment,4291.80,Movie or event
2025-08-14,AC124,Debit,Transport,3524.82,Taxi or bus fare
2025-08-15,AC123,Debit,Rent,3195.03,Monthly rent
2025-08-01,AC123,Debit,Salary,3183.53,Monthly paycheck
2025-08-19,AC124,Credit,Shopping,3696.86,Purchased items
2025-08-30,AC125,Credit,Entertainment,1270.54,Movie or event
2025-08-14,AC124,Credit,Shopping,3904.52,Purchased items
2025-08-26,AC123,Debit,Shopping,-2312.54,Purchased items
2025-08-20,AC125,Credit,Utilities,2907.65,Utility bill
2025-08-25,AC125,,Entertainment,2940.89,Movie or event
2025-08-30,AC123,Credit,Transport,4005.02,Taxi or bus fare
2025-08-15,AC125,Credit,Transport,3942.36,Taxi or bus fare
2025-08-31,AC123,Credit,Rent,4689.74,Monthly rent
2025-08-10,AC123,,Shopping,1300.58,Purchased items
2025-08-04,AC123,Credit,Shopping,2337.51,Purchased items
2025-08-10,AC123,Credit,Transport,2426.55,Taxi or bus fare
2025-08-16,AC123,Debit,Shopping,3505.86,Purchased items
2025-08-21,AC123,Credit,Salary,2344.28,Monthly paycheck
2025-08-22,AC124,Debit,Utilities,132.00,Utility bill
2025-08-20,AC125,Debit,Shopping,135.15,Purchased items
2025-08-06,AC124,Credit,Transport,2563.37,Taxi or bus fare
2025-08-31,AC124,Credit,Transport,1584.16,Taxi or bus fare
2025-08-06,AC124,Debit,Utilities,535.67,Utility bill
2025-08-12,AC123,Credit,Entertainment,2039.22,Movie or event
2025-08-15,AC124,Credit,Entertainment,4893.37,Movie or event
2025-08-12,AC123,Debit,Rent,4343.32,Monthly rent
2025-08-28,AC124,Debit,Rent,1562.65,Monthly rent
2025-08-04,AC125,Credit,Rent,1958.66,Monthly rent
2025-08-12,AC123,Debit,Entertainment,218.38,Movie or event
2025-08-05,AC125,Debit,Salary,2849.20,Monthly paycheck
2025-08-07,AC125,Debit,Food,1336.25,Lunch at cafe
2025-08-10,AC123,Credit,Salary,937.91,Monthly paycheck
2025-08-17,AC125,Debit,Utilities,1571.79,Utility bill
2025-08-14,AC125,Debit,Shopping,3205.21,Purchased items
2025-08-05,AC125,Credit,Entertainment,3657.36,Movie or event
2025-08-24,AC123,Debit,Entertainment,1745.01,Movie or event
2025-08-21,AC123,Credit,Transport,3258.82,Taxi or bus fare
2025-08-25,AC125,Debit,Entertainment,1344.76,Movie or event
2025-08-09,AC124,Credit,Rent,1482.99,Monthly rent
2025-08-24,AC124,Credit,Shopping,4405.82,Purchased items
2025-08-03,AC123,Debit,Salary,2977.61,Monthly paycheck
2025-08-09,AC124,Debit,Entertainment,1270.68,Movie or event
2025-08-26,AC123,Debit,Salary,814.95,Monthly paycheck
2025-08-02,AC123,Credit,Entertainment,273.37,Movie or event
2025-08-13,AC125,,Food,600.58,Lunch at cafe
2025-08-27,AC125,Credit,Rent,574.82,Monthly rent
2025-08-03,AC124,Credit,Food,4881.83,Lunch at cafe
2025-08-16,AC124,Debit,Salary,1269.43,Monthly paycheck
2025-08-05,AC124,Credit,Utilities,4509.33,Utility bill
2025-08-27,AC123,Credit,Shopping,3688.12,Purchased items
2025-08-21,AC123,Credit,Rent,2668.21,Monthly rent
2025-08-18,AC123,Credit,Entertainment,3470.24,Movie or event
2025-08-09,AC123,Debit,Food,4321.26,Lunch at cafe
2025-08-27,AC125,Debit,Shopping,4587.14,Purchased items
2025-08-11,AC124,Debit,Food,3186.98,Lunch at cafe
2025-08-17,AC125,Credit,Shopping,373.97,Purchased items
2025-08-11,AC124,Debit,Rent,4959.04,Monthly rent
2025-08-27,AC125,Debit,Utilities,152.66,Utility bill
2025-08-26,AC123,Debit,Salary,1204.82,Monthly paycheck
2025-08-14,AC125,Debit,Shopping,1934.32,Purchased items
2025-08-07,AC124,Debit,Shopping,56.20,
2025-08-31,AC125,Debit,Rent,3860.69,Monthly rent
2025-08-14,AC124,Credit,Shopping,2717.75,Purchased items
2025-08-14,AC125,Credit,Rent,3436.26,Monthly rent
2025-08-23,AC125,Debit,Shopping,3837.44,Purchased items
2025-08-30,AC124,Credit,Utilities,513.81,Utility bill
2025-08-02,AC123,Debit,Salary,256.05,Monthly paycheck
2025-08-02,AC123,Credit,Salary,4293.76,Monthly paycheck
2025-08-16,AC123,Debit,Shopping,-3995.21,Purchased items
2025-08-13,AC123,Credit,Entertainment,3343.08,Movie or event
2025-08-09,AC125,Debit,Salary,3499.37,Monthly paycheck
2025-08-07,AC124,Debit,Transport,1407.00,Taxi or bus fare
2025-08-18,AC124,Credit,Food,738.75,
2025-08-10,AC124,Credit,Salary,4404.58,Monthly paycheck
2025-08-05,AC125,Debit,Rent,461.73,Monthly rent
2025-08-20,AC124,Credit,Transport,1625.87,Taxi or bus fare
2025-08-04,AC123,Debit,Shopping,-2314.40,Purchased items
2025-08-23,AC124,Debit,Salary,965.03,Monthly paycheck
2025-08-23,AC125,Credit,Food,1121.78,Lunch at cafe
2025-08-21,AC125,Debit,Transport,1396.88,Taxi or bus fare
2025-08-15,AC124,Debit,Transport,458.01,Taxi or bus fare
2025-08-13,AC125,Credit,Utilities,1986.77,Utility bill
2025-08-08,AC124,Debit,Utilities,551.43,Utility bill
2025-08-10,AC124,Debit,Transport,548.86,Taxi or bus fare
2025-08-20,AC123,Debit,Rent,3090.18,Monthly rent
2025-08-14,AC123,Credit,Food,84.31,Lunch at cafe
2025-08-09,AC124,Debit,Utilities,-3059.98,Utility bill
2025-08-23,AC125,Credit,Transport,4407.55,Taxi or bus fare
2025-08-13,AC125,Credit,Transport,2551.55,Taxi or bus fare
2025-08-23,AC124,Debit,Utilities,3563.15,Utility bill
2025-08-04,AC124,Credit,Transport,2322.65,Taxi or bus fare
2025-08-22,AC125,Debit,Utilities,1721.72,Utility bill
2025-08-02,AC125,Debit,Shopping,1184.46,Purchased items
2025-08-14,AC123,Credit,Rent,4190.41,Monthly rent
2025-08-23,AC123,Credit,Entertainment,1037.65,Movie or event
2025-08-16,AC124,Credit,Transport,2033.93,Taxi or bus fare
2025-08-18,AC123,Debit,Entertainment,410.61,Movie or event
2025-08-26,AC125,Credit,Food,3516.54,Lunch at cafe
2025-08-22,AC125,,Salary,268.14,Monthly paycheck
2025-08-04,AC124,Debit,Entertainment,2306.25,Movie or event
2025-08-21,AC125,Credit,Food,4504.50,Lunch at cafe
2025-08-12,AC123,Credit,Entertainment,4993.49,Movie or event
2025-08-12,AC123,Debit,Rent,2380.25,Monthly rent
2025-08-10,AC124,Debit,Food,3645.22,Lunch at cafe
2025-08-17,AC124,Credit,Transport,2807.65,Taxi or bus fare
2025-08-19,AC125,Credit,Entertainment,1411.03,Movie or event
2025-08-08,AC123,Credit,Transport,1917.08,Taxi or bus fare
2025-08-22,AC123,Debit,Shopping,2542.90,Purchased items
2025-08-31,AC125,Credit,Food,1553.58,Lunch at cafe
2025-08-18,AC125,Credit,Rent,531.24,Monthly rent
2025-08-05,AC123,Debit,Food,4681.64,Lunch at cafe
2025-08-27,AC123,Credit,Utilities,3810.67,Utility bill
2025-08-04,AC125,Credit,Shopping,205.58,Purchased items
2025-08-28,AC123,Debit,Salary,4289.73,Monthly paycheck
2025-08-06,AC123,Debit,Food,584.45,Lunch at cafe
2025-08-19,AC123,Credit,Transport,208.17,Taxi or bus fare
2025-08-30,AC125,Debit,Shopping,1870.28,Purchased items
2025-08-30,AC123,Credit,Entertainment,1075.97,Movie or event
2025-08-27,AC124,Debit,Entertainment,2048.72,Movie or event
2025-08-05,AC125,Credit,Entertainment,3697.73,Movie or event
2025-08-02,AC125,Credit,Utilities,4810.82,Utility bill
2025-08-18,AC123,Credit,Shopping,4536.58,Purchased items
2025-08-31,AC125,Debit,Salary,2134.95,Monthly paycheck
2025-08-26,AC124,Debit,Salary,4921.41,Monthly paycheck
2025-08-23,AC124,Debit,Transport,307.78,Taxi or bus fare
2025-08-06,AC124,Credit,Food,1851.23,Lunch at cafe
2025-08-29,AC124,Credit,Rent,263.12,Monthly rent
2025-08-10,AC123,Credit,Utilities,3400.79,Utility bill
2025-08-08,AC125,Credit,Salary,4367.68,Monthly paycheck
2025-08-07,AC123,Debit,Rent,3981.17,Monthly rent
2025-08-02,AC123,Debit,Food,3032.51,Lunch at cafe
2025-08-13,AC124,Credit,Shopping,959.33,Purchased items
2025-08-26,AC123,Credit,Food,779.14,Lunch at cafe
2025-08-14,AC124,Debit,Entertainment,390.52,Movie or event
2025-08-08,AC123,Debit,Shopping,2639.24,Purchased items
2025-08-16,AC125,Credit,Utilities,867.44,Utility bill
2025-08-22,AC123,Debit,Salary,3016.76,Monthly paycheck
2025-08-09,AC125,Debit,Food,740.08,Lunch at cafe
2025-08-16,AC125,Credit,Food,391.44,Lunch at cafe
2025-08-21,AC125,Credit,Food,210.15,Lunch at cafe
2025-08-12,AC124,Debit,Rent,2492.59,Monthly rent
2025-08-08,AC125,Credit,Food,1053.92,Lunch at cafe
2025-08-07,AC124,Debit,Shopping,2822.06,Purchased items
2025-08-30,AC124,Credit,Food,2977.53,Lunch at cafe
2025-08-21,AC124,Credit,Food,655.30,Lunch at cafe
2025-08-27,AC124,Debit,Rent,1858.54,Monthly rent
2025-08-15,AC123,Credit,Rent,2899.36,Monthly rent
2025-08-30,AC125,Debit,Salary,1377.67,Monthly paycheck
2025-08-12,AC125,Credit,Rent,2436.94,Monthly rent
2025-08-30,AC125,Credit,Salary,794.70,Monthly paycheck
2025-08-07,AC124,Credit,Entertainment,3835.04,Movie or event
2025-08-06,AC123,,Rent,2872.33,Monthly rent
2025-08-11,AC125,Debit,Food,223.55,Lunch at cafe
2025-08-03,AC124,Debit,Utilities,237.41,Utility bill
2025-08-27,AC123,Debit,Shopping,3677.94,Purchased items
2025-08-17,AC123,Credit,Food,1968.14,Lunch at cafe
2025-08-23,AC123,Credit,Food,750.03,Lunch at cafe
2025-08-06,AC123,Debit,Entertainment,1132.79,Movie or event
2025-08-07,AC123,Debit,Rent,2157.66,Monthly rent
2025-08-14,AC123,Credit,Transport,1187.56,Taxi or bus fare
2025-08-20,AC125,Debit,Shopping,2605.94,Purchased items
2025-08-19,AC123,Credit,Entertainment,292.70,Movie or event
2025-08-04,AC123,Credit,Utilities,834.07,Utility bill
2025-08-10,AC123,Debit,Salary,2318.86,Monthly paycheck
2025-08-27,AC124,Debit,Food,2875.33,Lunch at cafe
2025-08-02,AC124,Debit,Transport,3810.90,Taxi or bus fare
2025-08-13,AC123,Debit,Transport,4331.09,Taxi or bus fare
2025-08-27,AC123,Debit,Salary,3334.79,Monthly paycheck
2025-08-30,AC124,Credit,Shopping,3709.50,Purchased items
2025-08-23,AC125,Debit,Entertainment,883.36,Movie or event
2025-08-09,AC123,Credit,Entertainment,129.85,Movie or event
2025-08-21,AC125,Debit,Shopping,1266.84,Purchased items
2025-08-21,AC124,Credit,Shopping,4943.10,Purchased items
2025-08-07,AC125,Credit,Food,1663.70,Lunch at cafe
2025-08-22,AC124,Debit,Transport,3069.62,Taxi or bus fare
2025-08-26,AC124,Credit,Transport,4757.89,Taxi or bus fare
2025-08-15,AC124,Debit,Transport,1104.78,Taxi or bus fare
2025-08-16,AC125,Credit,Rent,138.04,Monthly rent
2025-08-02,AC124,Credit,Food,493.18,Lunch at cafe
2025-08-02,AC124,Debit,Rent,2884.40,Monthly rent
2025-08-01,AC123,Debit,Salary,322.38,Monthly paycheck
2025-08-22,AC125,Debit,Transport,4519.49,Taxi or bus fare
2025-08-16,AC124,Debit,Salary,536.80,Monthly paycheck
2025-08-01,AC125,Credit,Salary,2748.06,Monthly paycheck
2025-08-10,AC125,Credit,Entertainment,2622.65,Movie or event
2025-08-04,AC123,Credit,Entertainment,2662.12,Movie or event
2025-08-16,AC125,Debit,Food,1064.68,Lunch at cafe
2025-08-13,AC125,Credit,Food,3337.08,Lunch at cafe
2025-08-05,AC123,Debit,Transport,125.47,Taxi or bus fare
2025-08-31,AC123,Credit,Salary,4994.42,Monthly paycheck
2025-08-27,AC124,Credit,Rent,1748.03,Monthly rent
2025-08-20,AC123,Credit,Utilities,3156.96,Utility bill
2025-08-11,AC125,Credit,Food,1632.64,Lunch at cafe
2025-08-14,AC125,Credit,Salary,2472.37,Monthly paycheck
2025-08-18,AC123,Credit,Utilities,1788.52,Utility bill
2025-08-09,AC124,Credit,Utilities,4130.73,Utility bill
2025-08-21,AC123,Credit,Salary,4111.21,Monthly paycheck
2025-08-31,AC125,Debit,Utilities,2051.97,Utility bill
2025-08-13,AC125,Debit,Rent,786.45,Monthly rent
2025-08-27,AC123,Credit,Utilities,4268.85,Utility bill
2025-08-20,AC124,Credit,Salary,3571.28,Monthly paycheck
2025-08-21,AC124,Credit,Transport,2181.40,Taxi or bus fare
2025-08-03,AC125,Credit,Salary,253.25,Monthly paycheck
2025-08-18,AC124,Credit,Rent,1608.53,Monthly rent
2025-08-05,AC125,Credit,Transport,2838.37,Taxi or bus fare
2025-08-04,AC125,Credit,Utilities,812.58,Utility bill
2025-08-15,AC124,Credit,Entertainment,3268.70,Movie or event
2025-08-15,AC124,Debit,Rent,1922.64,Monthly rent
2025-08-02,AC125,Credit,Transport,3720.35,Taxi or bus fare
2025-08-08,AC124,Debit,Salary,3432.36,Monthly paycheck
2025-08-30,AC125,Credit,Salary,4782.57,Monthly paycheck
2025-08-15,AC124,Debit,Entertainment,2698.11,Movie or event
2025-08-17,AC123,Credit,Salary,1068.87,Monthly paycheck
2025-08-24,AC124,Debit,Rent,3613.20,Monthly rent
2025-08-03,AC124,Debit,Utilities,60.80,Utility bill
2025-08-15,AC125,Credit,Food,883.94,Lunch at cafe
2025-08-13,AC124,Debit,Entertainment,1235.29,Movie or event
2025-08-14,AC125,,Entertainment,3583.40,Movie or event
2025-08-15,AC125,Credit,Rent,3691.95,Monthly rent
2025-08-27,AC124,Credit,Food,2273.71,Lunch at cafe
2025-08-17,AC123,Debit,Transport,709.53,Taxi or bus fare
2025-08-08,AC125,Debit,Shopping,3497.60,Purchased items
2025-08-18,AC125,Debit,Salary,4876.69,Monthly paycheck
2025-08-14,AC124,Credit,Rent,1118.05,Monthly rent
2025-08-06,AC123,Credit,Entertainment,3707.81,
2025-08-23,AC125,Credit,Entertainment,1676.40,Movie or event
2025-08-28,AC123,Credit,Utilities,4374.80,Utility bill
2025-08-06,AC124,Debit,Shopping,3336.33,
2025-08-08,AC124,Debit,Utilities,793.37,Utility bill
2025-08-18,AC123,Credit,Salary,3788.67,Monthly paycheck
2025-08-15,AC123,Debit,Transport,1712.58,Taxi or bus fare
2025-08-18,AC123,Debit,Utilities,2772.37,
2025-08-25,AC125,Credit,Entertainment,2104.79,Movie or event
2025-08-25,AC123,Credit,Shopping,1149.03,Purchased items
2025-08-21,AC123,Debit,Salary,2326.17,Monthly paycheck
2025-08-07,AC125,Credit,Shopping,702.44,Purchased items
2025-08-14,AC124,Debit,Utilities,3552.05,Utility bill
2025-08-16,AC123,Debit,Utilities,3000.81,Utility bill
2025-08-04,AC123,Credit,Utilities,843.58,Utility bill
2025-08-19,AC124,Credit,Entertainment,4895.34,Movie or event
2025-08-18,AC125,Credit,Shopping,869.68,Purchased items
2025-08-20,AC125,Debit,Utilities,443.37,Utility bill
2025-08-14,AC125,Debit,Entertainment,4862.01,Movie or event
2025-08-27,AC125,Credit,Entertainment,4169.34,Movie or event
2025-08-29,AC123,Credit,Utilities,4901.58,Utility bill
2025-08-16,AC124,Credit,Transport,3878.03,Taxi or bus fare
2025-08-02,AC124,Debit,Utilities,2540.87,Utility bill
2025-08-28,AC123,Debit,Rent,149.01,Monthly rent
2025-08-14,AC124,Credit,Transport,15.37,Taxi or bus fare
2025-08-05,AC125,Debit,Transport,891.24,Taxi or bus fare
2025-08-09,AC125,Debit,Utilities,548.42,Utility bill
2025-08-21,AC125,Debit,Transport,586.67,Taxi or bus fare
2025-08-28,AC123,Debit,Salary,503.33,Monthly paycheck
2025-08-04,AC125,Debit,Food,101.77,Lunch at cafe
2025-08-31,AC123,Credit,Entertainment,2386.54,Movie or event
2025-08-07,AC124,Debit,Salary,4195.92,Monthly paycheck
2025-08-24,AC124,Credit,Shopping,3955.95,Purchased items
2025-08-23,AC124,Credit,Shopping,105.54,Purchased items
2025-08-07,AC125,Credit,Entertainment,4938.08,Movie or event
2025-08-15,AC125,Debit,Food,1832.85,Lunch at cafe
2025-08-30,AC125,Credit,Transport,4108.16,Taxi or bus fare
2025-08-10,AC123,,Shopping,1018.20,Purchased items
2025-08-10,AC123,Credit,Food,2011.81,Lunch at cafe
2025-08-02,AC123,Credit,Entertainment,4423.71,Movie or event
2025-08-24,AC123,Credit,Shopping,556.14,Purchased items
2025-08-18,AC125,Credit,Transport,2838.02,Taxi or bus fare
2025-08-01,AC125,Debit,Shopping,1252.36,Purchased items
2025-08-30,AC125,Debit,Transport,4786.82,Taxi or bus fare
2025-08-18,AC124,Credit,Transport,2629.89,
2025-08-05,AC124,Credit,Shopping,1088.73,Purchased items
2025-08-29,AC125,Debit,Utilities,2847.36,Utility bill
2025-08-31,AC124,Debit,Food,802.46,Lunch at cafe
2025-08-19,AC124,Credit,Rent,704.87,Monthly rent
2025-08-08,AC125,Debit,Entertainment,514.60,Movie or event
2025-08-22,AC125,Credit,Salary,2052.65,Monthly paycheck
2025-08-19,AC124,Debit,Utilities,1031.73,Utility bill
2025-08-01,AC124,Debit,Salary,3185.52,Monthly paycheck
2025-08-06,AC124,Debit,Shopping,1213.67,Purchased items
2025-08-08,AC125,Debit,Shopping,1912.65,Purchased items
2025-08-24,AC125,Debit,Utilities,172.28,Utility bill
